"","ResponseId","Q49_1","Q2_1","Q3_1","Q3_2","Q3_3","Q3_4","Q3_5","Q3_6","Q3_7","Q3_8","Q3_9","Q3_10","Q5","Q8","Q9","Race","Best_Way_to_hear","Aquatic Interest","Art Interest","Game Night Interest","Fitness Class Interest","Intramural Sports Interst","Programs Interest","Q14","How Hear"
"455","R_26bQZDjV2QML4du","3","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","65,000-103,999","No","White","Email ,Text ,Mail","Traditional Swim Lessons ,Rec Lap Swim ,Rec Open Swim ,Water Fitness ,Paddleboard Yoga","Lettering","None of the above","Boot camp ,Yoga ,Pilates","Volleyball ,Indoor soccer ,Tennis","Golf simulator ,Cooking classes ,Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Moderately familiar","Facebook,I never hear about the programs"
"456","R_SWejgJ9nsHjL8yZ","5","2","13","13",NA,NA,NA,NA,NA,NA,NA,NA,"No","104,000-115,999","No","Black or African American","Mail ,Brochure","Water Fitness","None of the above","None of the above","Boot camp ,Yoga ,Pilates","Basketball ,Indoor soccer","Golf simulator","Not familiar at all","Facebook"
"457","R_4VJqQywiA6BuQJr","3","1","16","18","18",NA,NA,NA,NA,NA,NA,NA,"No","Less than 26,000","No","White","Email","Rec Open Swim","Painting ,Drawing","Board Games ,Card Games","","Basketball ,Volleyball","Cooking classes ,Guided hikes","Moderately familiar","Facebook"
"458","R_3qeY8qMmVXfz5Ky","2","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","65,000-103,999","No","White","Email","Rec Open Swim ,Paddleboard Yoga","Jewelry Making","Board Games ,Card Games","Circuit training ,Yoga ,Pilates","None of the above","Cooking classes ,Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Slightly familiar","Facebook"
"459","R_3kvRZ1dPXToTedg","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","65,000-103,999","No","White","Email ,Text ,Mail ,Brochure","Rec Open Swim","None of the above","None of the above","Circuit training ,Boot camp ,Yoga ,Pilates ,Adult Ballet (or other dance)","Volleyball ,Indoor soccer","None of the above","Not familiar at all","Facebook"
"460","R_OiG86tSCkD0KQNj","4","2","4","2",NA,NA,NA,NA,NA,NA,NA,NA,"No","65,000-103,999","No","Black or African American","Email ,Other:","Traditional Swim Lessons","None of the above","None of the above","Circuit training ,Yoga ,Pilates","None of the above","Cooking classes ,Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Moderately familiar","Email,Word of Mouth,Facebook"
"461","R_ANCvU7VtSUpToWJ","2","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","65,000-103,999","No","White","Email ,Calendar","Rec Lap Swim ,Rec Open Swim ,Water Fitness","Painting ,Lettering","None of the above","Boot camp ,Yoga ,Pilates ,Other","None of the above","None of the above","Not familiar at all","Facebook"
"462","R_3GctXWUzLTHU9YL","4","2","2","2",NA,NA,NA,NA,NA,NA,NA,NA,"No","104,000-115,999","Yes","White","Text","Traditional Swim Lessons ,Lifeguard Programs ,Rec Lap Swim ,Rec Open Swim ,Water Fitness","Jewelry Making","E-Games","Circuit training","Basketball","Cooking classes ,Environmental habits (composting, home garden, bee-keeping)","Not familiar at all","Facebook"
"463","R_3GwDYfeBFaYj8St","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","35,000-44,999","No","White","Email ,Brochure","Rec Lap Swim ,Rec Open Swim","Painting ,Drawing ,Jewelry Making ,Lettering","None of the above","Yoga","None of the above","Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Very familiar","Email,Through Community Involvement"
"464","R_3HMIMXFAejZSrNc","4","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","More than 115,999","No","White","Email ,Calendar","Rec Lap Swim ,Rec Open Swim ,Water Fitness","Jewelry Making","Board Games ,E-Games","Pilates","None of the above","Guided hikes","Slightly familiar","Facebook"
"465","R_1JUsKGkev6MpHn7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No","White","Email","Water Fitness","Painting ,Jewelry Making","","Pilates","Badminton","","Not familiar at all","I never hear about the programs"
"466","R_31t8qMFO5QG8TOY","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","65,000-103,999","Yes","White","Email ,Mail","Water Fitness","Painting ,Drawing","Board Games ,E-Games ,Card Games","Circuit training ,Boot camp","Basketball ,Volleyball ,Badminton ,Pickleball","Cooking classes ,Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Slightly familiar","Word of Mouth,Facebook"
"467","R_2rjrJImZoAY78GB","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","35,000-44,999","No","White","Brochure ,Other:","Rec Lap Swim ,Rec Open Swim ,Water Fitness ,Paddleboard Yoga","Painting ,Drawing ,Jewelry Making","Board Games ,E-Games ,Card Games ,Chess","Boot camp ,Adult Ballet (or other dance)","Badminton ,Pickleball","Cooking classes ,Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Very familiar","Facebook,Through Community Involvement"
"468","R_3smnTzgLCqn8pgf","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","104,000-115,999","No","White","Email ,Mail ,Brochure ,Calendar","Rec Open Swim ,Paddleboard Yoga","Painting ,Drawing ,Other:","Board Games","Circuit training ,Boot camp ,Adult Ballet (or other dance)","Volleyball ,Indoor soccer ,Tennis","Cooking classes ,Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Very familiar","Facebook"
"469","R_2VISPupNmJXGRtt","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","26,000-34,999","No","White","Email ,Text","Water Fitness","None of the above","None of the above","Yoga ,Pilates ,Adult Ballet (or other dance) ,Other","None of the above","None of the above","Not familiar at all","Facebook"
"470","R_1n8ioGL04SqAuvu","2","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","More than 115,999","No","White","Email ,Mail ,Brochure","Rec Lap Swim ,Water Fitness","None of the above","Card Games","Circuit training ,Boot camp","Other:","Golf simulator ,Cooking classes ,Guided hikes","Slightly familiar","Mail"
"471","R_3L54qLYNFcxL4fc","6","3","11","4","7",NA,NA,NA,NA,NA,NA,NA,"No","26,000-34,999","No","Other","Email","Lifeguard Programs ,Rec Open Swim","Lettering","","Circuit training","Basketball","","Moderately familiar","Through Community Involvement"
"472","R_R4zsVDGNnHUKbCx","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","More than 115,999","No","White","Email ,Brochure ,Calendar","Rec Lap Swim ,Water Fitness ,Paddleboard Yoga ,Other:","None of the above","Board Games ,Card Games ,Chess","Yoga ,Pilates ,Other","Other:","Golf simulator ,Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Slightly familiar","Mail,Facebook"
"473","R_3R8HKSUBGAVctHg","5","2","9","4",NA,NA,NA,NA,NA,NA,NA,NA,"No","45,000-64,999","Yes","White_Black or African American","Brochure","Traditional Swim Lessons ,Rec Lap Swim ,Rec Open Swim ,Paddleboard Yoga","Painting ,Drawing","Board Games ,E-Games","Circuit training ,Boot camp ,Yoga ,Pilates","Basketball ,Volleyball","Golf simulator ,Environmental habits (composting, home garden, bee-keeping)","Very familiar","Facebook"
"474","R_2abiYjpRT0oxR3D","3","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","104,000-115,999","No","White","Email ,Calendar","Traditional Swim Lessons ,Rec Lap Swim ,Rec Open Swim ,Water Fitness ,Paddleboard Yoga","Painting","Card Games","Circuit training ,Yoga ,Other","Pickleball","Cooking classes ,Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Slightly familiar","Word of Mouth,Facebook"
"475","R_1FnxHYrs3OGtEJX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","104,000-115,999","No","White","Email ,Mail ,Brochure ,Calendar","Rec Open Swim","Painting ,Jewelry Making ,Lettering","None of the above","None of the above","None of the above","Cooking classes","Moderately familiar","Word of Mouth,Facebook"
"476","R_3Pox2cTEiMZAyR8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","More than 115,999","No","White","Email ,Text","Rec Lap Swim ,Water Fitness ,Paddleboard Yoga ,Other:","Drawing","None of the above","Yoga ,Pilates ,Adult Ballet (or other dance)","None of the above","Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Very familiar","Mail"
"477","R_O0RfIxONZEeSxgt","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","45,000-64,999","No","White","Mail","Water Fitness ,Paddleboard Yoga","Painting","None of the above","Yoga ,Pilates","Tennis","Guided hikes","Slightly familiar","Facebook"
"478","R_2AWrTjccThfdUpS","2","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","More than 115,999","No","White","Other:","Water Fitness","Other:","Card Games","Pilates","None of the above","Cooking classes","Slightly familiar","Word of Mouth,Facebook"
"479","R_ermjnQxdLEG3Z73","7","2","2","14",NA,NA,NA,NA,NA,NA,NA,NA,"No","104,000-115,999","No","Black or African American","Email ,Text ,Other:","Other:","Painting ,Jewelry Making ,Other:","None of the above","Circuit training ,Boot camp ,Yoga ,Other","Basketball ,Tennis","Cooking classes ,Environmental habits (composting, home garden, bee-keeping)","Slightly familiar","Facebook"
"480","R_2VvGkJDHknxjmZd","5","3","11","9","2",NA,NA,NA,NA,NA,NA,NA,"No","More than 115,999","No","White","Email ,Other:","Traditional Swim Lessons ,Lifeguard Programs ,Rec Lap Swim ,Rec Open Swim ,Water Fitness ,Paddleboard Yoga","","None of the above","Yoga","Basketball ,Indoor soccer","Golf simulator","Moderately familiar","Email"
"481","R_1PcnHa74tN0ga1R","3","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","More than 115,999","No","White","Email ,Mail","Rec Lap Swim ,Paddleboard Yoga","Painting ,Jewelry Making ,Other:","None of the above","Circuit training ,Pilates","None of the above","Golf simulator ,Cooking classes","Not familiar at all","Facebook"
"482","R_3oZtVBuIAvUwKtn","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","26,000-34,999","No","White_Other","Text","Traditional Swim Lessons ,Rec Lap Swim ,Rec Open Swim","Painting ,Drawing","Board Games ,E-Games ,Card Games ,Chess","","Basketball ,Volleyball","Golf simulator","Not familiar at all","Facebook"
"483","R_24BI7AwZzGudH8L","3","1","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","More than 115,999","No","White","Email","Rec Lap Swim ,Water Fitness ,Paddleboard Yoga","Painting ,Drawing","Board Games ,E-Games","Circuit training ,Boot camp ,Yoga ,Adult Ballet (or other dance)","Volleyball ,Badminton ,Pickleball ,Tennis","Golf simulator ,Cooking classes","Slightly familiar","Word of Mouth,Facebook,Through Community Involvement"
"484","R_2q7CLttApVNzMh3","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Don't Know","No","White","Text","Rec Open Swim ,Water Fitness ,Paddleboard Yoga","Painting","Board Games","Yoga","","Cooking classes","Not familiar at all","Mail,Facebook"
"485","R_1OlR13m76oHkMc7","5","3","5","9","11",NA,NA,NA,NA,NA,NA,NA,"No","45,000-64,999","Yes","Other","Text","Lifeguard Programs ,Rec Open Swim","Painting ,Drawing ,Jewelry Making ,Lettering","Board Games ,E-Games ,Card Games ,Chess","Circuit training ,Boot camp ,Yoga ,Pilates ,Adult Ballet (or other dance)","Basketball ,Volleyball ,Badminton ,Indoor soccer ,Pickleball ,Tennis","Golf simulator ,Cooking classes ,Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Not familiar at all",""
"486","R_D6IDpYQhf6F50Hv","2","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","45,000-64,999","No","White","Email ,Mail ,Brochure","Water Fitness","Jewelry Making","None of the above","Yoga ,Pilates ,Adult Ballet (or other dance)","Pickleball","Cooking classes ,Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Moderately familiar","Mail,Word of Mouth,Through Community Involvement"
"487","R_1BY3EF6tyTDk1Sq","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","More than 115,999","No","White","Email","Traditional Swim Lessons ,Water Fitness","None of the above","Card Games","Yoga ,Pilates","Pickleball","Cooking classes ,Environmental habits (composting, home garden, bee-keeping)","Slightly familiar","Facebook"
"488","R_1LA9k6UDPlIbjKm","4","2","9","5",NA,NA,NA,NA,NA,NA,NA,NA,"No","More than 115,999","No","White","Email ,Mail ,Brochure ,Calendar","Traditional Swim Lessons ,Lifeguard Programs ,Paddleboard Yoga","Painting ,Drawing ,Jewelry Making ,Lettering","Card Games","Yoga ,Pilates","Badminton ,Pickleball","Cooking classes ,Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Very familiar","Email,Text,Mail,Facebook,Other"
"489","R_1kXjNXcDuglzLVu","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","45,000-64,999","No","White","Email","Rec Lap Swim","Other:","None of the above","Yoga ,Pilates ,Adult Ballet (or other dance)","Other:","Environmental habits (composting, home garden, bee-keeping)","Moderately familiar","Facebook,Other"
"490","R_1CecIk4ijMdEzec","3","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","More than 115,999","No","White","Email","Traditional Swim Lessons ,Rec Open Swim","Painting ,Drawing","","Circuit training","Basketball","Golf simulator","Slightly familiar","I never hear about the programs"
"491","R_2ZK7UIWHp1P532Z","4","3","9","13","16",NA,NA,NA,NA,"0",NA,NA,"No","65,000-103,999","No","White","Mail","Traditional Swim Lessons ,Water Fitness","Painting ,Drawing","E-Games","None of the above","Basketball","Golf simulator ,Guided hikes","Slightly familiar","Facebook"
"492","R_DkqjtlituMrt6U1","6","3","4","5","9",NA,"0",NA,NA,NA,NA,NA,"Yes","Don't Know","No","White","","Traditional Swim Lessons ,Rec Lap Swim ,Rec Open Swim ,Water Fitness ,Paddleboard Yoga","Painting ,Jewelry Making","Board Games","Circuit training ,Boot camp ,Yoga","None of the above","Cooking classes","Slightly familiar","Facebook,Other"
"493","R_vodd6yTGRr0eibf","4","2","5","9",NA,NA,NA,NA,NA,NA,NA,NA,"No","65,000-103,999","No","White","Email ,Text ,Mail","Traditional Swim Lessons ,Lifeguard Programs ,Rec Open Swim ,Water Fitness","Painting ,Jewelry Making","Board Games ,E-Games ,Card Games","Circuit training ,Boot camp ,Yoga ,Adult Ballet (or other dance)","Volleyball ,Indoor soccer ,Other:","Cooking classes","Slightly familiar","Email"
"494","R_1hXzLt1dCgb2xgD","3","1","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","45,000-64,999","No","White_American Indian or Alaska Native","Email ,Text ,Calendar ,Other:","Traditional Swim Lessons ,Rec Lap Swim ,Rec Open Swim ,Water Fitness","Painting ,Drawing ,Jewelry Making ,Lettering","Board Games ,E-Games ,Card Games","Yoga ,Pilates","","Cooking classes ,Guided hikes","Moderately familiar","Email,Word of Mouth,Facebook,Through Community Involvement"
"495","R_2CNGN4vGPokJYEI","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","65,000-103,999","No","White","Email ,Mail ,Other:","Rec Open Swim ,Paddleboard Yoga","Jewelry Making","Board Games ,Card Games","Yoga ,Adult Ballet (or other dance)","None of the above","Cooking classes ,Environmental habits (composting, home garden, bee-keeping)","Not familiar at all","I never hear about the programs"
"496","R_qFbSARhJ3LQHwf7","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","65,000-103,999","No","Asian","Brochure","Rec Open Swim ,Paddleboard Yoga","Painting ,Drawing ,Jewelry Making","E-Games ,Card Games","Pilates","Badminton","Cooking classes","Not familiar at all","Facebook,Through Community Involvement"
"497","R_1LIsmEvD45m1xiz","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","65,000-103,999","No","Black or African American","Email","Traditional Swim Lessons ,Water Fitness","None of the above","None of the above","Circuit training ,Yoga ,Pilates","Volleyball ,Badminton ,Pickleball ,Tennis","Golf simulator ,Guided hikes","Slightly familiar","Facebook"
"498","R_30qsjLr7TPtmPgZ","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Less than 26,000","Yes","White","Text","Rec Open Swim ,Paddleboard Yoga","Painting ,Drawing ,Jewelry Making","Board Games ,Card Games","Yoga ,Adult Ballet (or other dance)","Volleyball ,Indoor soccer ,Tennis","Cooking classes","Not familiar at all","Facebook"
"499","R_8HBcC1omMeGqKrv","3","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","65,000-103,999","No","White","Email ,Mail ,Brochure","Traditional Swim Lessons ,Rec Lap Swim ,Water Polo","Painting","Board Games ,Card Games","Circuit training ,Boot camp","Basketball ,Volleyball ,Indoor soccer ,Tennis","Cooking classes ,Environmental habits (composting, home garden, bee-keeping)","Not familiar at all","Word of Mouth"
"500","R_3KPniZWXoNbXGN1","4","2","13","16",NA,NA,NA,NA,"0",NA,NA,NA,"No","45,000-64,999","No","White","Email ,Brochure","Lifeguard Programs","Painting ,Drawing ,Jewelry Making","None of the above","None of the above","None of the above","None of the above","Moderately familiar","Email,Facebook"
"501","R_2P06On3e2KCTHQj","3","1","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","65,000-103,999","No","White","Text","Traditional Swim Lessons ,Rec Open Swim ,Water Fitness ,Water Polo ,Paddleboard Yoga","Painting ,Drawing ,Jewelry Making","Board Games ,Card Games","None of the above","Volleyball ,Badminton ,Pickleball ,Tennis","Golf simulator ,Cooking classes ,Guided hikes ,Environmental habits (composting, home garden, bee-keeping)","Slightly familiar","Email,Mail,Word of Mouth,Facebook"
"502","R_6GAziffJdCbxXR7","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","65,000-103,999","No","White","Email ,Brochure ,Calendar","Rec Open Swim ,Water Fitness ,Paddleboard Yoga","None of the above","Card Games","Circuit training ,Boot camp ,Yoga ,Adult Ballet (or other dance)","Pickleball","None of the above","Very familiar","Email,Word of Mouth,Facebook"
"503","R_1nOCyZLxjPw2b3G","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","65,000-103,999","No","White","Email","None of the above","Painting","None of the above","Circuit training ,Boot camp ,Yoga ,Pilates","Indoor soccer","Golf simulator","Not familiar at all","Facebook"
"504","R_OMUbJFwuzH0Zz5T","4","1","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","More than 115,999","No","White","Email ,Mail","Rec Lap Swim ,Water Fitness ,Paddleboard Yoga","Painting","Board Games ,Card Games","Circuit training ,Boot camp ,Yoga ,Pilates ,Adult Ballet (or other dance)","Volleyball ,Tennis","Golf simulator ,Environmental habits (composting, home garden, bee-keeping)","Extremely familiar","Word of Mouth,Facebook"
"505","R_22Y4RQEhsAGb18g","3","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","More than 115,999","No","White","Mail","Traditional Swim Lessons ,Rec Open Swim ,Water Fitness","Painting ,Drawing","Card Games","Circuit training ,Boot camp","Basketball ,Indoor soccer ,Pickleball","Golf simulator ,Cooking classes","Moderately familiar","Word of Mouth"
"506","R_bwJ6VmjpBrfD9G9","4","2","11","13",NA,NA,NA,NA,NA,NA,NA,NA,"No","More than 115,999","No","White","Email ,Text ,Calendar","None of the above","Painting ,Drawing","Board Games ,Card Games","None of the above","Pickleball","Golf simulator ,Cooking classes ,Environmental habits (composting, home garden, bee-keeping)","Moderately familiar","Email,Facebook,Other"
"507","R_XuCoCekwsYGEOs1","2","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","More than 115,999","No","Black or African American","Email","None of the above","Lettering","Board Games ,Card Games ,Chess","Pilates ,Other","Badminton","Golf simulator ,Cooking classes ,Environmental habits (composting, home garden, bee-keeping)","Not familiar at all","Word of Mouth"
"508","R_s5Osj5KNV5veUAV","2","1","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","65,000-103,999","No","White","Email ,Brochure ,Calendar","Water Fitness","","","Yoga","Basketball","Golf simulator","Moderately familiar","Mail,Word of Mouth,Facebook"
